palavra	count
llevamos	10250
políticamente	8314
comparte	8268
alturas	9428
ponte	6802
explicando	589
patriotismo	9615
parecidas	1603
saliendo	10820
rodríguez	6705
invasión	3989
generando	7538
escándalo	6237
youtuber	2972
civilizada	6829
ejerciendo	6550
ah	11512
moja	461
game	4366
dejaba	4474
sueldo	10297
autoridades	11195
home	1892
creáis	3942
liderazgo	5353
contentos	9208
preocupe	918
evento	7193
apoyaban	7053
someterse	3211
mires	6142
vigencia	2871
esperpento	9342
horroriza	752
recuperación	3500
votase	3415
solidarity	5513
felicidades	9646
títeres	1217
reprimen	9891
sosiego	1726
vimos	7103
discursodelrey	175
machista	4212
entiendes	10017
seguira	7288
27	8347
carne	6663
gráficos	914
comprueba	1316
preparada	5608
afecta	11117
destrozado	7102
pagas	1730
calladito	4004
tasa	1095
okey	2812
stop	8873
equivoques	6981
resolverse	3087
madrid	11832
cc	9143
partido	11764
mercenarios	684
during	2444
federación	6759
hours	1289
patético	9714
objetividad	7125
salida	11372
baje	3717
concreto	7506
anima	467
deudas	5189
chico	8875
repúblicas	4870
venezuela	11829
ví	553
amable	4839
robaba	1233
jueza	4978
escopeta	1739
manipula	6434
controles	5127
decencia	7307
continuidad	7002
barata	5083
exhibición	2312
alemán	7743
hostigamiento	4873
esperaba	9645
gibson	1456
menuda	9988
amanecer	2768
cediendo	2059
individuo	6257
pie	10422
álvaro	6919
amnistía	2772
eñe	228
apaga	5427
vista	10960
contando	9803
invitación	96
representantes	9194
croacia	5075
castigo	7327
torturas	949
po	5352
dignidad	10970
aeropuertos	3593
oficiales	9061
dormido	5592
reclama	8613
amigas	5468
porno	7117
idiotez	836
arreglo	3532
hija	10261
haria	5362
triunfe	158
participen	4925
lujo	3842
hipocresía	9736
saltado	9231
lectura	6204
tratamiento	6845
miran	8273
ofensivo	1439
supera	9161
inteligentes	5017
olvidemos	9033
bestia	5717
nazis	11412
selección	11709
tronos	4739
manifestarme	1897
independizase	9343
mediodía	445
pillan	429
ad	850
bestias	6005
ciudadanía	10769
despertad	4270
anunció	8424
reflexión	11380
verán	8625
reivindicación	4105
acabar	11330
operación	8456
permitio	3040
fraudulenta	3729
oe	6176
aplicará	5290
comportamiento	8303
pantalones	2508
deportistas	4360
alternativa	9726
traidores	10679
sufren	7926
perseguido	3949
sancionados	1473
quieras	10930
unimos	4936
nido	3657
arabia	2893
regranned	2365
magistrada	2626
flipo	7480
maestros	132
media	11310
indignada	7640
solito	2417
federalista	62
facil	9899
entrega	3232
alientan	2613
sabías	4240
podamos	9374
responda	3785
nabo	3222
cent	1383
llevarse	7499
vicente	3402
apellidos	7173
pruses	435
víspera	7407
ocurriría	2995
fracasa	2769
seguís	9081
central	11474
oprimidos	6905
sana	5128
porcentajes	5928
proteger	10828
bus	7943
capitalismo	6592
lecciones	10030
sucio	7974
agredir	7417
previa	7419
plebiscito	11232
infraestructura	6104
hambre	10442
estos	6393
cristina	7513
provocan	7151
arreglar	10400
jode	10888
complice	123
tanto	5259
garantizada	3243
olvidó	7166
ocurren	1266
ostras	4685
gppopular	6882
noticia	11167
europe	8437
protestos	1434
luce	3585
toletazos	2201
suicida	4103
independencias	7766
reo	1636
invalidado	4910
sublevados	1235
aclaro	2358
portadas	10488
propiedad	8570
sorry	6281
station	978
votais	801
surgir	1372
sedicioso	5624
objetiva	2347
duro	10932
segura	7516
querais	3948
pisar	8265
actores	7242
vendidos	6797
necessário	235
trenes	9333
radicales	11183
reconoció	43
21f	1246
profesionalidad	6362
mejora	4527
necesitaba	5701
laura	2209
alterar	3257
recibimos	1244
imaginais	98
organizadores	7523
silenciar	5301
demostrar	10464
están	8431
horda	1913
ley	11844
época	9734
viviese	5032
correr	8379
corresponsal	5896
dividiendo	6127
actuamos	122
felices	8941
descarado	7025
defensor	7537
debatir	9302
omnium	5151
paripé	9696
riesgo	11006
fitch	5149
seu	7709
ansiedad	7114
dimite	8571
huracán	6093
vió	2550
seguirán	9036
papeleta	9939
urquinaona	5076
dialoguenporfavor	6387
capital	10266
de	11837
herald	5369
violador	2522
ma	8922
inmenso	5804
què	2150
cuñao	3662
jodan	8546
docentes	2115
impune	6226
emociones	2634
ocurre	11378
cómplice	8345
adiós	10720
albertrivera	3869
constituyentes	1144
empezado	10098
serias	5101
banco	10750
primeras	6910
triste	11715
ejecutar	1490
orgánica	3810
pasaran	6147
metemos	2502
300	11215
permitirán	1902
estic	3722
oletos	1172
siguiendo	9400
votaré	9640
latinoamericano	2408
usarán	3161
precintados	4689
bobos	6003
alarma	6613
fracturar	5430
manifestacion	8913
paja	6636
one	9245
velar	5037
hermoso	7463
liberdade	6951
mantenido	1795
noche	11600
carreras	2857
empiezan	10660
ingreso	1009
veréis	9363
lfp	1146
intelectual	6585
sueños	6094
implicados	1868
pijama	2576
lúcido	459
reír	8623
propuesta	10388
molt	8836
camisa	6118
privado	549
utilizados	6070
sueldos	6244
15m	10042
mel	3650
times	9004
boicot	10927
preparados	7016
impide	10976
tolerancia	8553
procedimiento	4776
policias	11043
marta	6122
brazo	9322
pidieron	5965
mientan	2422
apoyáis	6192
desbaratado	9536
arzobispo	3544
parados	6128
coste	5531
pondría	3125
pactado	11827
indepentistas	1314
salud	10516
dejarla	2463
dirán	9650
bobo	5234
catal	358
detenidos	8399
conocemos	7396
prometido	5302
cocina	7121
desarrollado	3068
bando	9619
aficionado	4599
delincuentes	10855
pasión	3551
sincero	8600
decidió	9022
crecimiento	6778
matices	6033
estes	5379
looks	3018
chupito	7825
particular	7226
ignorancia	10433
noble	6162
admitir	7829
vivas	4039
pego	3437
díselo	3335
concretamente	5876
300000	6155
oriol	8411
comento	5872
29	7788
iros	10811
facilitar	5311
gobernada	7664
ojito	5368
pandilla	6373
gesto	5990
2015	7963
año	11493
say	5865
generan	6765
mo	5118
heavy	6396
asquerosos	4911
tonteria	5213
sobretodo	9358
recuperar	10080
actua	1842
camarero	2307
opinaban	2471
lleven	9257
absoluto	10129
límite	7785
limita	2397
energías	2126
acatar	7986
dinamarca	6105
terra	7536
implica	10439
cumplirla	1577
dead	2034
convocando	8045
pedo	8856
felipe	11778
kale	1514
mark	1236
pretendía	5295
suben	6719
optar	1508
orquestado	3972
debatirá	6697
olvidan	7191
pense	4747
people	10831
pablo	11115
lenin	4837
adjudica	2761
comida	9889
marte	6187
talleres	2558
muito	7138
piquete	2826
ffss	7418
acuden	5707
repetirá	1336
fiabilidad	3580
comiendo	5723
jugador	8585
declaran	7546
pasándose	955
confrontación	9551
unf	443
ésto	9485
resolverá	1562
corralito	8707
sentencias	3184
atreves	1036
dejo	10881
dispuesta	5840
ss	4885
muro	10168
blanca	7339
considero	8850
patraña	4737
tratar	10420
200	10427
tengais	777
bulla	1278
nacis	2566
espanasalealacalle	9522
ffccse	1992
voy	2339
receta	3552
cerrados	9192
mirror	908
escondidos	7593
deu	2012
desmontando	719
habléis	4186
federacion	1611
enterais	2669
side	4053
ofreció	2132
inició	1767
separen	5318
atacando	9154
sirva	9664
jorge	8125
cuñaos	4340
unico	10217
own	7146
comprensible	2239
territoriales	4190
antiguas	2391
salte	3900
suceda	8410
up	7406
declarara	2089
institución	7020
agradece	8121
llevaron	7945
señala	8774
concejales	5310
detalles	7645
asegura	11052
xdd	8705
confiamos	521
complot	1893
autonomias	10988
contundentes	3281
dossier	1083
aclare	3214
saca	10430
directiva	3365
você	4516
copia	6002
gonzalez	1101
roma	6157
deberia	10765
vinieran	1079
gravedad	8157
florentino	329
llamarlo	3441
empecemos	5718
hablemos	9986
pen	2138
josep	8518
marcó	86
repasa	870
empatía	6143
renuncie	4255
feminismo	2075
iglesias	11140
acabas	7518
fernández	3002
cataluna	11556
villegas	5870
aprendan	4035
catalufo	2003
veracruz	4962
intervino	4073
corre	7767
aprobaron	5341
trola	2802
escrache	3973
marrón	3705
aragón	11337
barza	5062
sigan	10978
metido	9409
separatista	11553
increible	9203
honor	9901
acuerda	6394
froilán	6742
mentes	7836
veracidad	2
pongáis	3975
jurídicos	6022
genocida	1948
suscribo	460
arreglan	266
apertura	8416
escuchan	7685
iniesta	4643
empujones	2646
10€	3979
partidopsuv	7484
ataca	9201
honesto	3860
obligaciones	3693
drama	8087
art	11155
interesados	2294
abundan	2683
pesa	1037
todos	11439
tot	6930
quitas	6950
cabecillas	7017
cnn	8601
recordamos	898
cambiará	2998
masa	8642
veinte	30
espacios	4861
penas	3517
perdonar	5542
acuerdan	4396
nu	4107
constitucionales	8252
incorporar	38
siquiera	10896
ontem	3654
sufrió	5077
explicarle	1812
cancela	4502
indep	9852
aprobado	9580
nicolasmaduro	8611
yo	10094
is	11691
quisiera	10670
sextanoticias	4930
incultura	6318
alicante	4882
intensidad	2038
sexo	5709
crítica	9737
paralizar	3510
encuesta	11202
consejería	6087
terminará	7931
aplicar	11398
facilidades	1824
harto	9883
votaria	8001
responsabilidades	8551
roto	10370
98	704
sube	10995
01	6218
guardiola	8868
sufragio	5552
gestiona	39
necesariamente	3329
separatismo	10909
bulos	6495
interesaba	3267
atropellos	5124
actions	5081
if	9941
incita	2983
guión	5575
verdugo	4137
manifestações	4986
agricultores	5838
desinformado	1130
hechas	336
enteráis	8526
encerrados	5639
demasiada	7606
anda	11192
capacidad	8828
presuntos	2420
dd	5380
tocar	9123
the	11811
miremos	3055
sencilla	6424
fundamentos	3075
dialogando	5548
proximas	1192
whisky	1154
echen	8809
exactamente	10230
cumplieron	456
cayo	2517
filas	7821
escenario	9283
gobernante	7155
ganen	5255
catalunya	11814
entraña	353
caído	9136
podríamos	9790
tu	9507
palizas	8731
tender	1196
representativo	6713
adicto	8250
gobernar	10204
prohiben	4361
nueve	5527
freedom	8191
vayáis	7904
legitima	8293
apelar	1583
prime	4590
jodidos	7870
obligando	2063
usted	140
prefieres	5730
falando	1574
equivoquemos	655
ocupacion	4743
sies	1580
apalearon	4667
comunio	759
querrán	7573
verdesale	483
frío	3503
duramente	1021
0110	7734
ocurridos	8334
veneto	407
sangre	11255
ne	2461
separación	11540
salten	6149
ocupan	9227
tsjc	8936
intentarlo	426
incompatible	2071
mandaron	6392
secuestrada	6616
maravillas	1826
idiota	9638
since	4723
feridas	2633
ocupe	3047
acordáis	6726
um	11164
prefieren	5768
copón	4109
suena	10499
mediático	5760
seguiría	5812
aberración	1907
sigo	11110
apoyaría	7920
mia	3432
dudar	5899
resolvió	1320
art155	8984
avanzado	267
cup	11596
noches	9859
viernes	9544
parásito	5113
llueve	4101
retiren	3724
bernabéu	5806
productos	11237
rompen	8283
válidas	2797
cs	10189
estancia	1396
creas	6659
policiais	7953
responder	10229
desamparados	1558
política”	373
numero	4072
ponerse	9800
independiencia	1488
trabajando	9711
legítimo	11080
queres	2050
vayamos	8165
manifa	4988
planta	2303
evitando	3940
programa	11151
cacerolada	7729
pensáis	8947
canalla	2549
avergonzados	4573
esperáis	3246
hicisteis	4381
arreglado	6283
respondiendo	605
negarse	5140
cumpleaños	7602
jajajajajajajaja	4316
folla	1882
haya	3575
hierve	2223
vienes	5700
neutral	7183
guste	11206
lectores	5474
entrando	5998
ingresos	6760
problema	11819
funcionarios	10122
xxi	10917
dicho	580
niñas	4450
oponerse	6647
felicitar	2096
machos	3524
muere	8384
generar	8714
guindos	7366
escuchado	10166
desviar	8400
sandeces	919
sensato	10070
olvidaremos	2700
buscado	8100
incitar	3632
ventas	6994
obligados	6880
reacción	10651
intencion	1431
reprimido	7969
reclamando	6731
bochornosa	4971
autonómico	9421
sí	11451
independiente	11843
yes	8560
rica	9819
abrió	3167
acceder	832
escoria	9300
aplicación	10441
intentando	10321
isso	4953
esperanza	10376
esteis	4026
directa	7880
viciado	1536
dinerito	1290
chinos	10406
fotografía	3297
pactada	2981
planea	4263
señalan	7498
veran	1769
veas	7420
tapa	8143
sepa	10992
salvan	3691
vendría	6908
liberal	6501
nuevo	7380
algo	5839
reconocido	9148
forza	3968
1980	820
cacerolas	3133
separemos	1367
injerencia	6183
exactos	424
comedia	2027
afirmar	5844
pegaron	5570
colaborar	3862
conoces	8109
cañón	3494
antidemocrática	6335
resuelven	2082
tortas	4096
to	11713
explicamos	2833
aranés	2244
abstención	7303
nada	10397
joven	9688
nuevamente	7152
fim	5787
asustados	1623
tenim	1008
independizarse	11733
laborales	3653
au	5417
did	4922
génova	2552
insulten	5014
llamarme	1816
deuda	11282
dá	3513
visa	4742
cortes	9515
cansados	874
preocupada	8751
mete	8240
garantizar	10053
hablen	9810
robando	9006
declaramos	2501
titulares	8208
dude	2655
tercer	8446
lio	7657
guardar	7252
insistir	812
resultaron	8095
dixit	2423
condado	9224
revuelo	6051
avui	218
corazones	3747
stations	946
abierto	10021
ventaja	5282
rusia	10399
rojos	7749
lema	6720
cambiara	3285
usen	6114
lá	4576
vino	9072
comarca	2584
fucking	1533
mediocres	2867
mapuches	7090
sufrir	8801
falsa	10128
460	10194
barbaridad	8807
emite	4259
humanos’	368
cool	20
actuacion	5665
etarras	7493
daremos	4431
califican	463
condenamos	8340
amada	2350
non	10963
sisi	4077
manifestantes	11121
doctrina	3398
paso	11682
matar	9612
marchan	9375
poniendo	10936
abrazos	7599
escribió	508
marchas	7136
independize	7693
asesor	1428
perra	7460
eventual	6937
201710	10329
instagram	11712
certeza	1117
wikipedia	3843
gastado	5133
manolo	5038
difundir	7776
eliminar	9717
tenemos	5123
treball	1103
punto	11698
eu	10785
cargó	2091
culturales	2199
results	2849
leoneses	3888
asumen	653
«	10949
ar	3721
veteranos	18
churros	462
mantengo	1090
llamaba	1607
imaginaos	3299
fight	6029
impidan	4013
puñado	7251
obvio	9249
goles	943
historiador	6630
llegará	8839
reformar	10039
generalizado	4895
diera	7925
escuchados	2735
montserrat	1256
simples	3065
vivirá	1704
espero	11729
trevijano	10226
doloroso	3739
ignore	3039
funcionar	1919
hospitalizados	1191
método	4356
garcía	8872
juntan	3390
exito	5614
secuestrado	7027
arremetidas	1004
ganado	11422
justificando	8621
770000	6610
ugt	9660
colégios	767
cabreado	845
aguirre	7468
yucatán	4712
woman	1292
esquina	7449
hp	5740
remedio	6658
fábricas	1758
respetos	7796
43	2249
test	99
helicópteros	4169
cerebro	9950
quan	2306
eurodiputados	1754
autonomías	10799
reaccione	4282
know	3885
respetas	1693
muchísimos	7471
fanaticos	1999
curar	189
alabando	4181
aumentar	5472
tócate	1481
huida	3666
respetéis	2787
loca	9198
cagarse	3142
autoritarismo	8304
sudamérica	44
susana	7771
16j	7634
separando	3978
justificación	8622
dani	2555
alcalde	8579
ofrezco	5166
diria	5036
coco	7329
taxi	2628
95	5621
avise	2222
empresario	1969
pedirle	5963
intenciones	6737
historias	9237
sepais	3714
ajeno	7207
quedo	10196
choques	9350
outros	272
agresivo	68
catalana	11775
bravo	10360
olvidado	9642
jugaba	3808
posicionan	3094
70	9821
cámara	7822
aislada	3858
luis	8949
retrasados	6247
estratega	1152
imperialismo	3482
saltan	10121
intentarán	2710
predijeron	2487
favorita	392
fractura	11244
repudiamos	2948
et	9703
joder	11581
viviera	7609
barato	6888
peninsula	2292
vayan	11564
10	11541
establishment	828
negociado	4337
separa	11399
contenidos	8103
prima	8931
continuación	3864
decidirlo	6254
interesado	5764
económico	10805
cago	9162
humo	10771
actuando	9118
uff	1765
tontos	10913
larguen	4462
dolido	1046
gol	9346
simpatía	3599
quedé	2695
35	9460
european	4789
ppsoec	4973
canto	3639
negación	4775
pretendes	4321
actúe	4769
podemos	8371
shame	7994
bots	346
señales	1337
convertido	10518
ciclo	1024
cronología	2161
facilidad	2481
pregunten	8289
emilio	3080
escandalizados	302
pinches	7082
desinformación	4792
quebrar	575
mujeres	11119
ada	9405
pelo	10790
desconectar	5405
recordando	5381
sou	6619
urbana	5243
gano	8793
andando	3162
deacuerdo	3915
aplauso	6050
secreto	9611
canciones	3846
marco	10592
equivocada	6965
sentís	4615
naturales	4950
concha	4597
festival	6885
ira	8762
ilegales	11362
cambie	7737
jugada	6834
cumplen	9797
implicaría	2198
cebolla	5217
oír	10193
indisoluble	5979
mencionado	4388
⒊	10234
pidan	8471
4ta	2689
mais	10622
pdcat	8760
rezando	1852
leer	11418
escaños	6179
mudo	8723
encuestas	11532
culo	11498
horario	4989
figura	8391
resuelva	4612
históricas	3098
posibles	9438
entienda	8236
decisión	11233
bardo	3207
pacífico	10276
why	5345
lmao	202
pasa	11838
promueve	7395
proclame	3346
descubierto	5230
iremos	8474
inicio	10223
crean	9925
pone	11488
gorilas	3296
con	11510
1200	7570
teatrillo	1424
vivir	11638
desalojaron	4293
vietnam	939
police	11145
unirse	8992
corrupcion	9957
manifestaban	420
pasivos	7
cargas	11519
declaren	7100
leyes	11689
bolivariano	3609
distinta	8604
oponemos	2429
tardar	1674
monte	6986
títulos	4113
pollas	6806
cuidao	2248
vivida	5414
impulsar	6671
cese	5971
medalla	61
salvajes	7222
pasar	11700
gustavo	2452
guiño	1356
secesionismo	7754
vengáis	2958
original	1671
camaradas	3671
explicarme	5344
tren	9250
independizan	9498
justificada	8010
entre	4420
incidente	3833
anuncian	6484
secretario	3234
disparate	8015
recuerdo	11234
posicionarse	7451
golpe	11774
siga	11358
impactantes	2971
levantamiento	3567
du	6225
nas	6453
abra	8473
registrar	274
uefa	2500
mandaba	6353
no	11849
continuar	8069
evidentemente	7782
7millones	2171
banderas	11722
requisa	5406
conste	8366
anciano	6979
turismo	10325
pésimo	6075
nem	3986
notas	350
gtgt	1211
impuesto	9706
apocalipsis	4239
echas	5327
aficionados	9938
pedía	8738
bochornoso	6767
prisas	3645
falcón	5279
convoquen	6251
maravillosa	8305
seus	3796
votação	9184
cupo	8643
toque	8771
echarles	1708
separarnos	8459
convocas	2295
laboral	8073
imaginad	6331
puse	323
llamaría	1759
fiscalia	6817
podía	10933
impulsores	4509
government	8899
traigo	1251
æ	876
publicado	4075
tensa	8115
➏	1743
explicado	8105
sensatas	1622
peaje	5141
papa	9212
tachan	1838
impresentables	4628
votacion	9002
rezo	3495
and	11577
antioquia	9744
negociará	1161
pachanga	4512
ibarretxe	2619
separar	11322
desarticulado	8078
1onovotis	5100
cargarse	4976
apropiado	6188
innecesaria	5270
servidores	4563
amamos	6544
ignora	5211
queréis	11550
pegarle	3624
sexuales	7476
sacará	1485
muchísima	6724
persona	11396
retener	3104
verte	6696
unilateral	11494
encara	5099
escombros	1626
cuente	7128
porros	5423
crea	9754
05	10150
falange	4532
compra	7876
trying	419
recintos	3461
regalo	5676
llegamos	4229
imaginar	9513
tormentas	2337
conociendo	1321
beso	3014
realidades	6428
defiendo	10377
daros	6107
preciso	4283
sim	7757
marcar	4658
constituyen	3332
✌️	4064
su	11015
empadronado	6510
prepotente	1551
lágrimas	9605
fatal	9151
activa	6469
permitido	10120
genio	6223
convocaba	1087
happens	598
gómez	2020
calles	11609
progreso	8113
dinero	11730
negociación	10245
reconocen	8369
absoluta	10365
chile	10601
vieron	7337
indulto	2072
your	9947
alberto	7346
kosovo	9742
creado	10469
pepe	8628
anticonstitucionales	2873
probable	9190
dirigido	6013
dependencias	622
enfrentando	170
concentraciones	8969
nombran	1609
fachada	691
váis	6485
hospitales	9076
españistán	571
llenarse	1572
alonso	2894
éxodo	3791
referendumcat	7908
amargo	1927
los	11673
reconoce	10856
sopa	8051
explicas	5802
también	7153
rt	11790
cuerda	1753
ministerio	9470
comparable	5343
puntos	11112
judicial	10729
respuestas	9500
reafirma	4498
prevalecerá	4078
noviembre	5496
concepto	9496
explotar	4800
puñetero	2810
mantengan	1676
flojo	2801
preocupamos	1597
hace	6304
progresista	7177
campos	3793
viendo	11718
sanitario	5092
jugadores	9505
militar	10470
independente	6565
campeonato	3089
lealtad	5951
garantizan	1798
reducir	2519
cuba	10271
españacataluña	6277
abucheos	4357
asusta	7539
alcaldía	4350
see	9634
chorradas	6065
votaban	1958
sano	4676
feroz	7503
enorme	9814
vías	7927
imposiciones	4489
soberana	10013
informado	6591
mismo	6943
99	8309
gene	545
votad	7803
sol	11802
suenan	1887
descerebrado	2242
mentir	9990
tiempo	6788
conforme	7956
decírselo	2221
noel	442
intervenido	1665
pavo	3629
farmacéutica	3263
cataluña	11874
salid	5328
cogido	5020
conferencia	7089
north	1537
arroja	2796
decides	741
populismo	9683
mentales	5096
pillo	4546
explicar	10955
jefes	4089
haría	10914
agredidos	6085
asturias	9643
absolutista	1291
firmo	2193
elegido	10228
chilenos	6871
deberíamos	11084
atroz	2605
elecciones	11782
principio	10919
rac1	3312
preocupan	7178
ridículo	11338
cometido	8857
unfollows	5168
alianza	6332
muchísimas	5622
ellos	8106
needs	3450
acta	4846
4octarv	2991
relevante	6898
cruzar	1011
mérito	4726
gestionado	4622
pasan	10869
la	11816
camuflado	933
movilizaciones	6069
tanquetas	896
liberar	6674
chiste	10662
celebramos	5491
convencido	10087
billete	4453
peaceful	6011
carmena	8394
maldonado	7096
reprensión	9214
pac	4225
convocará	5248
love	8522
ines	3231
caliente	6126
krls	4464
posicionamiento	7937
sumo	5711
opresión	10369
tachira	2092
caótica	4811
harán	10251
gobernando	8494
vascos	10801
bale	6113
irresponsable	10819
asesinó	3543
anteriormente	2030
sabíamos	6321
qui	7819
afecto	4521
escrutinio	8488
yss	2606
avisar	1924
comín	9417
personal	9746
números	8403
simple	11071
payasada	6649
pretexto	3832
mezclan	3108
sabian	6136
matado	5656
2012	8524
regios	432
silenciosos	1386
control	11082
cultural	9845
movilización	10692
win	3733
declarará	10680
até	6536
180°	1014
murió	7243
discriminación	4303
esteban	5421
acusó	5074
admisible	960
compararlo	2266
denigrante	1682
llevarlo	4725
afiliado	713
nietos	5502
muelen	510
lliure	9678
after	7462
️	5275
contraria	7615
respectivamente	2719
páginas	5039
padre	11395
pensado	10398
realizan	2031
importa	11684
nunca	10313
estado	10585
aporta	10646
pronóstico	2731
superar	7993
una	11074
violaciones	5481
ceuta	4165
informa	10330
hernández	5507
min	8535
moscú	808
prohibieron	4558
datos	11198
muros	5678
isis	7802
dejaremos	7132
votat	4963
trataba	6679
protestantes	472
confundamos	587
bases	6709
pobreza	8729
reconquista	2535
lle	2286
gravísimo	4681
het	6287
prohibir	9881
talego	3992
clausura	6482
ultimamente	191
nacionales	10779
válida	6554
comunicados	646
página	8662
movida	9760
debían	27
sera	6026
raza	7432
rufián	9434
independecia	10495
netflix	8039
únicos	10806
desastroso	4243
signo	4180
envuelven	4369
pte	6224
preferiría	1761
razona	744
parecería	8004
ud	10704
eles	6476
pareciendo	4131
símil	1150
even	6377
joda	9369
insultados	4683
ver	9723
críos	1470
brasil	8996
combate	4884
sufrimiento	8068
impresora	1413
propuso	2590
gallega	3570
rastro	2728
mayoritaria	4654
bárcenas	2395
quejamos	2974
lérida	7065
alv	3170
tan	6514
perdamos	2780
popolo	2789
urna	10858
fronteras	10539
determinación	9559
conciliador	4729
utiliza	8740
añade	1782
franquistas	10648
fiscales	9025
attack	3082
aborto	2902
sistemas	5393
conveniente	1886
baleares	10026
grises	5601
víctima	8496
pulso	7262
sede	11239
caerá	4757
ponemos	8013
xk	7515
caracteres	9305
internet	10625
oriental	2582
curiosamente	1755
reciente	5416
puñetera	7206
strong	3241
editorial	9321
sobre	9021
convierten	4009
perjudicado	234
planteo	4194
ríe	5602
jodes	2484
quebec	10382
piquetes	6046
carácter	6645
country	7658
apoyado	9815
disponible	11389
sua	8021
implicaciones	2927
sitio	11173
collar	2235
ganaba	7276
acompañando	1885
enfermedad	4393
imbecilidad	165
bocazas	867
totalitarismo	8368
naturaleza	6777
aseguran	4561
sol”	4856
mención	8338
alimentado	5330
sabias	958
paliza	6695
reclaman	3239
ilusos	2418
ok	10882
condenable	6486
inocencia	1525
movilizan	5771
comes	4183
sáenz	7564
climático	3486
auténtico	8229
escuchen	4155
bonito	10345
celebrar	11356
entenderlo	4717
opinen	6763
civilizados	4687
propusimos	1145
hotel	10901
decis	6762
ná	8351
corazón	11021
pidió	9943
tts	4788
siglo	11266
pérez	6906
maquina	6826
atente	1775
50	10924
desplazado	1991
superan	5984
once	4475
apoyas	10424
entero	10879
espalda	7354
demasiados	5788
creyendo	4970
cantaría	5939
confunden	4680
fue	3845
reivindica	3591
aprobación	9225
preocupa	11305
contrala	397
–	9499
podia	7386
queriendo	9987
educativos	5300
govern	11563
pita	4152
jodida	2629
instrucciones	6704
clama	5247
lasexta	6379
aporrear	4167
celebrarlo	5664
respetarse	7238
chileno	2947
llevado	10868
enfrentada	4771
pelear	1685
xenofobia	5053
prometieron	5605
gonzo	544
psoe	11620
gusta	11656
porqué	11406
opta	2006
palestina	6824
cardenal	1825
principales	9048
cumplido	7429
asociaciones	8452
pánico	6667
darme	6279
intentos	5043
peleándose	2643
comenzará	2106
opinan	9923
tantas	10628
variar	3443
separatism	1912
orgullo	9959
nit	6313
observadores	10564
caracas	6032
queramos	7302
perrito	1689
precio	10133
comparten	6715
cierran	9366
escolar	7031
siéndolo	265
alemana	4864
found	547
buscando	10999
aprueba	9080
corren	4157
comen	5477
inversiones	6327
ayuntamientos	6766
cívico	1844
guarda	6422
perdió	10743
cancillería	757
acabando	2268
independicemos	3430
proetarras	241
importara	839
come	9193
echarse	3929
perjudicar	2011
cercano	705
guay	8362
construir	9288
parecida	5785
tragando	550
reflexion	3024
propósito	8713
producen	339
acabaron	6946
queso	1228
2013	847
gordillo	5648
aplaza	504
dietas	2592
estava	4553
saltamos	2786
protestas	10324
lamentables	7595
dato	9371
interno	9131
viento	2783
federalismo	5085
metida	3036
mutuamente	3213
abandone	6173
pn	10897
celebrando	8844
contro	1364
escuelas	10701
may	1821
comer	10686
madura	208
pásalo	1126
desarmados	2035
fuerte	11385
gràcies	1354
esencial	5476
cuyos	2518
lluvia	6850
long	3489
mojas	259
otar	5338
trabajador	5684
médicos	5372
pelotazos	1534
torres	4085
ils	318
oídos	3160
convocada	9268
mare	2845
declararlo	748
terremoto	3794
quitan	10074
vos	9602
comunicaciones	851
terá	4116
cabida	4959
envía	9316
sufriendo	10159
agredida	3401
sangra	1961
temporada	9531
pasamos	6776
desconoce	7478
toa	1112
dure	351
corrección	854
entran	8737
manipulada	7783
identifica	2403
portada	10583
fabrica	4807
kiero	3095
invada	590
vida	11708
votada	8580
poderoso	4888
ciega	5900
internacionalmente	2057
cayendo	7617
merece	11269
entrenador	3501
rompe	10706
compañero	8280
engaña	5765
negociable	1076
viajar	7316
dejaran	8120
reflexiona	1748
lgtb	4492
representado	1239
dejáis	7730
already	3290
cuerpo	10526
cataluñanorcorea	36
votado	11688
disidente	2666
provocadores	3642
pedían	7666
nos	10659
revuelto	4192
espérate	1053
atreven	5215
blablabla	6478
invertir	3042
antisistemas	6827
demanda	7497
llamáis	8569
acusa	9501
profesor	9345
humano	10507
000	9692
pólvora	3470
colombia	11149
pantalla	7724
espectáculo	9777
sucias	5268
acosen	1224
épocas	568
manada	3216
córdoba	8402
pereza	8656
somete	1025
modelo	10563
deve	6034
dúo	438
aporte	4344
lola	2320
soys	6062
serán	1474
ibérica	7566
sincera	3204
preferido	1940
martí	592
levantamos	665
sobran	8893
golpean	7941
acallar	2002
parece	81
guernica	1322
twit	6588
tc	10582
sunday	4819
desmantelado	448
institucionalidad	5107
most	1954
statu	1068
agencia	3762
actitudes	4023
discos	3505
profundo	6519
cf	567
germen	1493
pensaban	7697
manifiesto	6598
bencina	4589
fantasma	5906
huelva	2230
finde	10088
mediadores	2542
anoche	8880
761	10668
permitió	8655
too	3871
dejemos	9179
entere	5069
peligrosos	7127
califica	7778
autonoma	7919
constituyente	10387
vacías	4779
alcanzar	1760
atacó	1659
útil	7755
albiolxg	7320
ferreras	10033
calma	9882
quim	2622
vacilando	786
confirman	6751
opción	11178
pensaba	10553
papeletas	11544
caídas	3310
well	2784
2010	7648
twiter	3756
para	11347
aprendiendo	1985
invitados	2218
tapan	5061
derbi	3015
nota	11213
entenderán	3673
habilitado	871
5m	3220
